date	close
17:30	3.120988
17:40	5.507407
17:50	6.239829
18:00	5.640741
18:10	10.239506
18:20	5.226552
18:30	3.420691
18:40	5.908642
18:50	20.463139
19:00	3.715168
19:10	3.786364
19:20	3.530196
19:30	4.170370
19:40	3.416049
19:50	3.722222
20:00	2.787225
20:10	3.859788
20:20	2.898447
20:30	2.556790
20:40	4.293827
21:00	3.410410
21:10	4.948148
21:20	3.617284
21:40	3.171605
21:50	3.212963
22:00	6.751852
22:20	4.038177
22:30	4.575309
22:40	6.375309
22:50	3.148148
23:10	2.864499
23:20	6.441975
23:30	2.608595
23:50	3.381481
4:30	2.535802
4:50	2.753086
5:10	4.272487
5:30	2.762090
5:40	3.027160
6:00	1.944930
6:10	3.256362
6:20	3.352066
6:30	5.473084
6:40	3.549672
6:50	3.074756
7:00	2.949758
7:10	3.493827
7:20	3.659612
7:30	5.040741
7:40	3.981337
7:50	6.270202
8:00	5.568002
8:10	6.055556
8:20	4.017196
